Ttile,Annotation,PDF 
Title:Microlensing in the Small Magellanic Cloud: Lessons from an N-body Simulation,"
Abstract:  We analyse an N-body simulation of the Small Magellanic Cloud (SMC), that of
Gardiner & Noguchi (1996) to determine its microlensing statistics. We find
that the optical depth due to self-lensing in the simulation is low, 0.4 x
10^{-7}, but still consistent (at the 90% level) with that observed by the EROS
and MACHO collaborations. This low optical depth is due to the relatively small
line of sight thickness of the SMC produced in the simulation. The proper
motions and time scales of the simulation are consistent with those observed
assuming a standard mass function for stars in the SMC. The time scale
distribution from the standard mass function generates a significant fraction
of short time scale events: future self-lensing events towards the SMC may have
the same time scales as events observed towards the Large Magellanic CLoud
(LMC). Although some debris was stripped from the SMC during its collision with
the LMC about 2x10^8 yr ago, the optical depth of the LMC due to this debris is
low, a few times 10^{-9}, and thus cannot explain the measured optical depth
towards the LMC.

    ",https://arxiv.org/pdf/astro-ph/9811394
Title:Empirical Constraints on the First Stars and Quasars,"
Abstract:  Empirical studies of the first generation of stars and quasars in the
Universe will likely become feasible over the next decade. The Next Generation
Space Telescope will provide direct imaging and photometry of sub-galactic
objects at redshifts above z=10, while microwave anisotropy experiments, such
as MAP or Planck, will set constraints on the ionization history of the
intergalactic medium due to these sources. We describe the expected signals
that will be detectable with these future instruments.

    ",https://arxiv.org/pdf/astro-ph/9811395
Title:Models for High-Redshift Lyman Alpha Emitters,"
Abstract:  We present models for dusty high-redshift Lyman alpha emitting galaxies by
combining the Press-Schechter formalism with a treatment of inhomogeneous dust
distribution inside galaxies. These models reproduce the surface density of
emitters inferred from recent observations, and also agree with previous
non-detections. Although a detailed determination of the individual model
parameters is precluded by uncertainties, we find that (i) the dust content of
primordial galaxies builds up in no more than 5x10^8 years, (ii) the galactic
HII regions are inhomogeneous with a cloud covering factor of order unity, and
(iii) the overall star formation efficiency is at least 5 percent. Future
observations should be able to detect Lyman alpha galaxies upto redshifts of
about z=8. If the universe is reionized at z(reion)<8, the corresponding
decline in the number of Lyman alpha emitters at z>z(reion) could prove to be a
useful probe of the reionization epoch.

    ",https://arxiv.org/pdf/astro-ph/9811396
Title:Caustic Crossing Microlensing Event by Binary MACHOs and Time Scale Bias,"
Abstract:  Caustic crossing microlensing events provide us a unique opportunity to
measure the relative proper motion of the lens to the source, and so those
caused by binary MACHOs are of great importance for understanding the structure
of the Galactic halo and the nature of MACHOs. The microlensing event
98-SMC-01, occurred in June 1998, is the first event for which the proper
motion is ever measured through the caustic crossing, and this event may be
caused by binary MACHOs as we argue in this Letter. Motivated by the possible
existence of binary MACHOs, we have performed the Monte Carlo simulations of
caustic crossing events by binary MACHOs and investigated the properties and
detectability of the events. Our calculation shows that typical caustic
crossing events have the interval between two caustic crossings ($t_{\rm cc}$)
of about 5 days. We argue that with the current strategy of binary event search
the proper motions of these typical events are not measurable because of the
short time scale. Therefore the proper motion distribution measured from
caustic crossing events suffers significantly from {`}time scale bias{'}, which
is a bias toward finding long time scale events and hence slowly moving lenses.
We predict there are two times more short time scale events ($t_{\rm cc}\le 10$
days) than long time scale events ($t_{\rm cc}\ge 10$ days), and propose an
hourly monitoring observation instead of the nightly monitoring currently
undertaken to detect caustic crossing events by binary MACHOs more efficiently.

    ",https://arxiv.org/pdf/astro-ph/9811397
Title:Millisecond Pulsar Velocities,"
Abstract:  We present improved timing parameters for 13 millisecond pulsars (MSPs)
including 9 new proper motion measurements. These new proper motions bring to
23 the number of MSPs with measured transverse velocities. In light of these
new results we present and compare the kinematic properties of MSPs with those
of ordinary pulsars. The mean transverse velocity of MSPs was found to be
85+/-13 km/s; a value consistent with most models for the origin and evolution
of MSPs and approximately a factor of four lower than that of ordinary pulsars.
We also find that, in contrast to young ordinary pulsars, the vast majority of
which are moving away from the Galactic plane, almost half of the MSPs are
moving towards the plane. This near isotropy would be expected of a population
that has reached dynamic equilibrium. Accurate measurements of MSP velocities
have allowed us to correct their measured spin-down rates for Doppler
acceleration effects, and thereby derive their intrinsic magnetic field
strengths and characteristic ages. We find that close to half of our sample of
MSPs have a characteristic age comparable to or greater than the age of the
Galaxy.

    ",https://arxiv.org/pdf/astro-ph/9811398
Title:Lyman Break Galaxies at z>4 and the Evolution of the UV Luminosity Density at High Redshift,"
Abstract:  We present initial results of a survey for star-forming galaxies in the
redshift range 3.8 < z < 4.5. This sample consists of a photometric catalog of
244 galaxies culled from a total solid angle of 0.23 square degrees to an
apparent magnitude of I_{AB}=25.0. Spectroscopic redshifts in the range 3.61 <
z < 4.81 have been obtained for 48 of these galaxies; their median redshift is
<z>=4.13. Selecting these galaxies in a manner entirely analogous to our large
survey for Lyman break galaxies at smaller redshift (2.7 < z < 3.4) allows a
relatively clean differential comparison between the populations and integrated
luminosity density at these two cosmic epochs. Over the same range of UV
luminosity, the spectroscopic properties of the galaxy samples at z~4 and z~3
are indistinguishable, as are the luminosity function shapes and the total
integrated UV luminosity densities (rho_{UV}(z=3)/rho_{UV}(z=4) = 1.1 +/-0.3).
We see no evidence at these bright magnitudes for the steep decline in the star
formation density inferred from fainter photometric Lyman-break galaxies in the
Hubble Deep Field (HDF). If the true luminosity density at z~4 is somewhat
higher than implied by the HDF, as our ground-based sample suggests, then the
emissivity of star formation as a function of redshift is essentially constant
for all z>1 once internally consistent corrections for dust are made. This
suggests that there is no obvious peak in star formation activity, and that the
onset of substantial star formation in galaxies occurs at z > 4.5. [abridged
abstract]

    ",https://arxiv.org/pdf/astro-ph/9811399
Title:Observations of Galaxy Clustering at High Redshift,"
Abstract:  This paper reviews the current status of measurements of galaxy clustering at
high redshifts (z > 0.3). The focus is on the inherent limitations in the
observation and interpretation of the ``evolution of clustering''. It is likely
that results from the first attempts to characterize galaxy clustering beyond
the ``local'' universe have been significantly limited by sample variance, as
the difficulty in assembling large samples over large volumes is exacerbated as
the observations become more challenging. It is also argued that, because of
the complicated relationship between galaxies and mass (i.e., bias), and the
surprising degeneracies among different popular cosmological models, it is
likely that studies of galaxy clustering as a function of cosmic epoch will
never be useful for strong discrimination between different cosmological
models. On the other hand, observations of galaxy clustering are capable of
testing basic ideas about how (and where) galaxies form. Galaxy formation, as
opposed to cosmography, will probably remain a fundamental question even beyond
the MAP and Planck era.

    ",https://arxiv.org/pdf/astro-ph/9811400
Title:Role of Starbursts in LINERs,"
Abstract:  We report our preliminary results on the role of starbursts in LINERs by use
of WR galaxies as a tool. The essence of this approach lies in the different
FIR-radio relation of WR galaxies from the pure AGN's.

    ",https://arxiv.org/pdf/astro-ph/9811401
Title:Maximum Accretion Efficiency in General Theory of Relativity,"
Abstract:  We derive here the expression for the accretion luminosity, $L(\infty)$, as
seen by a distant inertial observer $S_\infty$, for the case of spherical
accretion onto a static compact object having a surface gravitational red-shift
$z_x$. It is found that the ``efficiency'' for conversion of mass energy into
accretion energy is given by $\epsilon = z_x/(1+z_x)$. And since the maximum
value of $z_x$ permitted by General Theory of Relativity (GTR) is 2, the
maximum theoretical value of the accretion efficiency is 66.66%.

    ",https://arxiv.org/pdf/astro-ph/9811402
Title:Dynamical analysis of elliptical galaxy halos,"
Abstract:  We describe a non-parametric method for determining both the anisotropy and
mass profiles of elliptical galaxies from velocity dispersions and velocity
profile shapes along the line of sight. In this way, mass-to-light ratios out
to 2-3 effective radii can be derived from stellar absorption line
spectroscopy. We discuss two illustrative cases, NGC 1399 and NGC 6703. So far,
all ellipticals which have been analysed show evidence for dark matter
dominating in the outer parts. The circular velocity curves are nearly flat, as
in spiral galaxies.

    ",https://arxiv.org/pdf/astro-ph/9811403
Title:A persistent ~1 Hz quasi-periodic oscillation in the dipping low-mass X-ray binary 4U 1323-62,"
Abstract:  We have discovered a ~1 Hz quasi-periodic oscillation (QPO) in the
persistent-emission, the dips, and the type I X-ray bursts of the low-mass
X-ray binary 4U 1323-62. The rms amplitude of the QPO is approximately 9%, only
weakly depending on photon energy. The amplitude is consistent with being
constant throughout the persistent-emission, the dips and the bursts in all but
one observation, where it is much weaker during one dip. These properties
suggest that we have observed a new type of QPO, which is caused by
quasi-periodic obscuration of the central X-ray source by a structure in the
accretion disk. This can only occur when the binary inclination is high,
consistent with the fact that 4U 1323-62 is a dipping source. The
quasi-periodic obscuration could take place by partial covering of an extended
central X-ray source by a near-opaque medium, or by covering of a point source
by a medium of suitable characteristics to produce the relatively
energy-independent oscillations.

    ",https://arxiv.org/pdf/astro-ph/9811404
Title:FIR galaxies and the gamma-ray background,"
Abstract:  Contribution to the gamma-ray background (GRB) by galaxies bright in the
far-IR (FIR) is discussed. Using observational correlations between the FIR and
synchrotron emission in radio wavelengths, it is shown that the concentration
of cosmic ray electrons in FIR luminous galaxies is substantially higher than
in the general population of galaxies. Microwave background and intrinsic
galaxy radiation scattered via the inverse Compton (IC) effect by cosmic ray
electrons into high energies makes the FIR galaxies relatively strong gamma-ray
sources (in comparison with normal galaxies).x Using the FIR galaxy luminosity
function and the relationship between FIR and radio luminosities, the
contribution (due to the IC only) of FIR luminous galaxies to the GRB above ~ 1
MeV is estimated at 10 to 25 % depending on the rate of cosmic evolution of
star burst galaxies. This is substantially larger than the normal galaxies
contribution. To obtain more accurate assessment of relationship between the
GRB and FIR galaxies, gamma-ray observations of individual galaxies bright in
the FIR are required.

    ",https://arxiv.org/pdf/astro-ph/9811405
Title:Radio-Quite Red Quasars,"
Abstract:  We have performed a successful targetted search for a population of red
radio-quiet, and probably absorbed, quasars. Radio-quiet, optically-red ROSAT
PSPC X-ray sources brighter than 10^{-13} erg cm^{-2} s^{-1} were searched for
red (O-E > 2.0, O < 20) counterparts in the APM catalog of Palomar Sky Survey
objects. Of 45 objects for which we obtained adequate follow-up optical
spectroscopy, we have found 7 red quasars, 5 with alpha(opt) < -2. Their
redshifts range from 0.06 to 0.31, and their luminosities are moderate, lying
on the Seyfert/Quasar boundary. These red quasars strengthen the case for a
radio-quiet population that is the counterpart of the radio-loud red quasars
found by Smith and Spinrad (1980), and Webster et al. (1995). Unidentified,
fainter, sources could increase the fraction of red quasars by up to a factor
7.
For the red quasars found here, the H-alpha/H-beta ratios, optical slope and
X-ray colors all indicate that they are absorbed by A(V) ~ 2, rather than
having intrinsically red spectra. This amount of obscuration seems to hide
~1-7% of quasars at a given observed flux, or ~3-20% when their fluxes are
corrected to their intrinsic values. This size of population is consistent with
earlier limits, with predicted values from Comastri et al. (1995), and is
comparable to the rate found among radio-loud quasars.
A large population of more heavily absorbed (A(V)=5), fainter, quasars equal
in size to the blue population could exist, without violating existing upper
limits, in accord with the Comastri et al. (1995) predictions.

    ",https://arxiv.org/pdf/astro-ph/9811406
Title:Testing the FR I/BL Lac unifying model with HST observations,"
Abstract:  Hubble Space Telescope (HST) observations provide a novel way of testing
unified models for FR I radio sources and BL Lac objects. The detection of
extended dust discs in some radio galaxies provides information on their jet
orientation. Given this, the strength of the compact nuclear sources of FR I
and BL Lacs can be compared with model predictions. As a pilot project, we
selected five radio galaxies which show extended nuclear discs in the HST
images. The relative orientation of the projected radio-jets and of the
extended nuclear discs indicates that they are not perpendicular, as the
simplest geometrical model would suggest, but that they form an angle of ~ 20 -
40 degrees with the symmetry axis of the disc: a significant change of
orientation occurs between the innermost AGN structure and the kpc-scale.
Nevertheless, the discs appear to be useful indicators of the radio sources
orientation since the angles formed by the disc axis and the jet with the line
of sight differ by only ~ 10 - 20 degrees. At the center of each disc an
unresolved nuclear source is present. We compared its luminosity with the
optical core luminosity of BL Lacs selected for having similar host galaxy
magnitude and extended radio luminosity. The BL Lac cores are between 2 E2 and
3 E5 times brighter than the corresponding radio galaxies ones. The FR I/BL Lac
core luminosity ratio shows a suggestive correlation with the orientation of
the radio galaxies with respect to the line of sight. The behavior of this
ratio is quantitatively consistent with a scenario in which the emission in the
FR I and BL Lac is dominated by the beamed radiation from a relativistic jet
with Doppler factor ~ 5 - 10, thus supporting the basic features of the
proposed unification schemes.

    ",https://arxiv.org/pdf/astro-ph/9811407
Title:On primordial cosmological density fluctuations in the Einstein-Cartan gravity and COBE data,"
Abstract:  We study cosmological density fluctuations within a covariant and
gauge-invariant fluid-flow approach for a perfect fluid in the Einstein-Cartan
gravity and derive the corresponding Raychaudhuri type of inhomogeneous coupled
differential evolution equations of the second order. It appears that the
quantum fluctuations of spin trigger primordial density inhomogeneities at the
scale of weak interactions. These inhomogeneities are then evolved precisely to
the value measured be COBE mission at the scale of decoupling.

    ",https://arxiv.org/pdf/astro-ph/9811408
Title:Enrichment of the Intracluster Medium,"
Abstract:  The relevance of galaxies of different luminosity and mass for the chemical
enrichment of the intracluster medium (ICM) is analysed. For this purpose, I
adopt the composite luminosity function of cluster galaxies from Trentham
(1998), which exhibits a significant rise at the very faint end. The model -
adopting a universal Salpeter IMF - is calibrated on reproducing the
M_Fe/L_tot, M_Fe/M_*, and alpha/Fe ratios observed in clusters. Although the
contribution to total luminosity and ICM metals peaks around L* galaxies (M*
approx -20), faint objects with M_B>-18 still provide at least 30 per cent of
the metals present in the ICM. In consistency with the solar alpha/Fe ratios
determined by {ASCA}, the model predicts that 60 per cent of the ICM iron comes
from Type Ia supernovae. The predicted slope of the relation between
intracluster gas mass and cluster luminosity emerges shallower than the
observed one, indicating that the fraction of primordial gas increases with
cluster richness.

    ",https://arxiv.org/pdf/astro-ph/9811409
Title:Cold Flows and Large Scale Tides,"
Abstract:  Several studies have indicated that the local cosmic velocity field is rather
cold, in particular in the regions outside the massive, virialized clusters of
galaxies. If our local cosmic environment is taken to be a representative
volume of the Universe, the repercussion of this finding is that either we live
in a low-$\Omega$ Universe and/or that the galaxy distribution is a biased
reflection of the underlying mass distribution. Otherwise, the pronounced
nature of the observed galaxy distribution would be irreconcilable with the
relatively quiet flow of the galaxies.
Here we propose a different view on this cosmic dilemma, stressing the fact
that our cosmic neighbourhood embodies a region of rather particular dynamical
properties, and henceforth we are apt to infer flawed conclusions with respect
to the global Universe. Suspended between two huge mass concentrations, the
Great Attractor region and the Perseus-Pisces chain, we find ourselves in a
region of relatively low density yet with a very strong tidal shear. This tidal
field induces a local velocity field with a significant large-scale bulk flow
but a low small-scale velocity dispersion. By means of constrained realizations
of our local Universe, consisting of Wiener-filtered reconstructions inferred
from the Mark III catalogue of galaxy peculiar velocities in combination with
appropriate spectrally determined fluctuations, we study the implications for
our local velocity field. We find that we live near a local peak in the
distribution of the cosmic Mach number, $|v_{bulk}|/\sigma_v$, and that our
local cosmic niche is located in the tail of the Mach number distribution
function.

    ",https://arxiv.org/pdf/astro-ph/9811410
Title:Reactivation and Precise IPN Localization of the Soft Gamma Repeater SGR1900+14,"
Abstract:  In 1998 May, the soft gamma repeater SGR1900+14 emerged from several years of
quiescence and emitted a series of intense bursts, one with a time history
unlike any previously observed from this source. Triangulation using Ulysses,
BATSE, and KONUS data give a 1.6 square arcminute error box near the galactic
supernova remnant G42.8+0.6. This error box contains a quiescent soft X-ray
source which is probably a neutron star associated with the soft repeater.

    ",https://arxiv.org/pdf/astro-ph/9811411
Title:Thermal X-Ray Line Emission from Accreting Black Holes,"
Abstract:  We present model X-ray spectra of accreting black holes with
advection-dominated accretion flows, paying attention to thermal emission lines
from the hot plasma. We show that the Advanced X-ray Astrophysical Facility
(AXAF) might be able to observe lines from X-ray binaries such as V404 Cyg in
quiescence, the Galactic Center black hole Sagittarius A*, and the nuclei of
nearby galaxies such as M87. Line intensities can provide new diagnostics to
study the accreting plasma in these and related systems.

    ",https://arxiv.org/pdf/astro-ph/9811412
Title:Discovery of a Low-Mass Brown Dwarf Companion of the Young Nearby Star G196-3,"
Abstract:  A substellar-mass object in orbit at about 300 astronomical units (AU) from
the young low-mass star G196-3 was detected by direct imaging. Optical and
infrared photometry and low- and intermediate-resolution spectroscopy of the
faint companion, hereafter referred to as G196-3B, confirms its cool atmosphere
and allows its mass to be estimated at 25^{+15}_{-10} Jupiter masses. The
separation between both objects and their mass ratio suggest the fragmentation
of a collapsing cloud as the most likely origin for G196-3B, but alternatively
it could have originated from a proto-planetary disc which has been dissipated.
Whatever the formation process was, the young age of the primary star (about
100 Myr) demonstrates that substellar companions can form in short time scales.

    ",https://arxiv.org/pdf/astro-ph/9811413
Title:Grids of white dwarf evolutionary models with masses from M= 0.1 to 1.2 Ms,"
Abstract:  We present detailed evolutionary calculations for carbon
- oxygen - and helium - core white dwarf (WD) models with masses ranging from
M= 0.1 to M= 1.2 solar masses and for metallicities Z= 0.001 and Z= 0. The
sequences cover a wide range of hydrogen envelopes as well. We employed a
detailed WD evolutionary code. In particular, the energy transport by
convectcion is treated within the formalism of the full spectrum turbulence
theory. The set of models presented here is very detailed and should be
valuable for the interpretation of the observational data on low - mass WDs
recently discovered in numerous binary configurations and also for the general
problem of determining the theoretical luminosity function for WDs. In this
context, we compare our cooling sequences with the observed WD luminosity
function recently improved by Leggett, Ruiz and Bergeron (1998) and we obtain
an age for the Galactic disc of approximately 8 Gyr. Finally, we applied the
results of this paper to derive stellar masses of a sample of low - mass white
dwarfs.

    ",https://arxiv.org/pdf/astro-ph/9811414
Title:Computation of Mass Outflow Rate from Relativistic Quasi-Spherical Accretion onto Black Holes,"
Abstract:  We compute mass outflow rate $R_{\dot m}$ from relativistic matter accreting
quasi-spherically onto Schwarzschild black holes. Taking the pair-plasma
pressure mediated shock surface as the {\it effective} boundary layer (of the
black hole) from where bulk of the outflow is assumed to be generated,
computation of this rate is done using combinations of exact transonic inflow
and outflow solutions. We find that $R_{\dot m}$ depends on the initial
parameters of the flow, the polytropic index of matter, the degree of
compression of matter near the shock surface and on the location of the shock
surface itself. We thus not only study the variation of the mass outflow rate
as a function of various physical parameters governing the problem but also
provide a sufficiently plausible estimation of this rate.

    ",https://arxiv.org/pdf/astro-ph/9811415
"Title:Elliptical Galaxies: Detailed Structure, Scaling Relations and Formation","
Abstract:  The last decade of research on elliptical galaxies has produced a wealth of
new information concerning both their detailed structure and their global
scaling relations. We review the old and new results about isophote shapes and
subcomponents (Sect. 1), scaling relations of global parameters and redshift
evolution (Sect. 2), and the ages, metallicities (Sect. 3) and abundance ratios
(Sect. 4). Finally, we confront the observations with hierarchical formation
scenarios of elliptical galaxies (Sect. 5). The picture emerging from this
variety of observational evidence is broadly consistent with the merging
scenario of hierarchical structure formation models, but the stellar population
properties of ellipticals pose some challanges. The formation of ellipticals
must have always involved some dissipation. The gas fraction at the last major
merger event presumably has strong influence on their present day properties.
Most elliptical galaxies are old systems, but disky ellipticals might be
younger than boxy objects and have more extended star formation histories. The
small scatter and the redshift variations of the scaling relation are
compatible with passive evolution. The high Mg/Fe overabundances of luminous
(boxy) ellipticals point to a rapid star formation episode, while
low-luminosity objects have values of Mg/Fe nearly solar, allowing for an
extended star formation history.

    ",https://arxiv.org/pdf/astro-ph/9811416
Title:Novae Crossing the Thermal Stability Line,"
Abstract:  A method, based on the disc instability model, for testing the thermal
stability of Cataclysmic Variables (CVs), is presented. It is shown that the
border line between thermal stability and instability is crossed during some
nova outbursts and decays, however it is not clear whether this is the general
behaviour. We suggest two new evolutionary scenarios for short orbital period
CVs. One of them is the analogy for the 'modified hibernation scenario' and the
other is an extension of the ideas of Mukai and Naylor (1993) for long orbital
period CVs. We conclude that the observations have not favoured one of the two
models. Finally, we speculate the existence of a new type of nova - an AM CVn
like nova.

    ",https://arxiv.org/pdf/astro-ph/9811417
Title:Astrophysics on the GRAPE Family of Special Purpose Computers,"
Abstract:  The GRAPE-4, the world's fastest computer in 1995-1997, has produced some
major scientific results, through a wide diversity of large-scale simulations
in astrophysics. Applications have ranged from planetary formation, through the
evolution of star clusters and galactic nuclei, to the formation of galaxies
and clusters of galaxies.

    ",https://arxiv.org/pdf/astro-ph/9811418
Title:High-Performance Special-Purpose Computers in Science,"
Abstract:  The next decade will be an exciting time for computational physicists. After
50 years of being forced to use standardized commercial equipment, it will
finally become relatively straightforward to adapt one's computing tools to
one's own needs. The breakthrough that opens this new era is the now
wide-spread availability of programmable chips that allow virtually every
computational scientist to design his or her own special-purpose computer.

    ",https://arxiv.org/pdf/astro-ph/9811419
Title:On accretion flow in Soft X-ray Transients,"
Abstract:  We have analyzed archival Ginga data of a number of Soft X-ray Transient
sources and modelled them in an attempt to constrain the geometry and physical
properties of accretion. Our models include a self-consistent description of
X-ray reprocessing, linking the properties of the reflected continuum and those
of the iron fluorescence K\alpha line, and allowing for relativistic smearing
of spectral features. We derive constraints on the inner extent of the disk and
its ionization, assuming a generic geometry of a central X-ray source and an
external accretion disk.
Fitting our models to the data we have found that in some sources - GS
1124-68 (Nova Muscae 1991) and GS 2000+25 - the evolution during decline
proceeded in qualitative agreement with recent theoretical models based on
advection-dominated solutions of accretion flow. These models link the
high/soft-low/hard transition with a change of geometry, most importantly, the
inner radius of the optically thick disk. Quantitatively, our analysis requires
serious revision of the model assumptions.
A remarkably exceptional case is that of GS 2023+338, where the source
behavior both during outburst and decline was quite different than the other,
more ``standard'' ones. However, we found that the source did go into the
high/soft state, contrary to claims in literature.

    ",https://arxiv.org/pdf/astro-ph/9811420
Title:The effect of non-radial motions on the CDM model predictions,"
Abstract:  In this paper we show how non-radial motions, originating from the tidal
interaction of the irregular mass distribution within and around protoclusters,
can solve some of the problems of the CDM model. Firstly the discrepancy
between the CDM predicted two-points correlation function of clusters and the
observed one. We compare the two-points correlation function, that we obtain
taking account of non-radial motions, with that obtained by Sutherland &
Efstathiou (1991) from the analysis of Geller & Hucra's (1988) deep redshift
survey and with the data points for the APM clusters obtained by Efstathiou et
al. (1992). Secondly the problem of the X-ray clusters abundance
over-production predicted by the CDM model. In this case we compare the X-ray
temperature distribution function, calculated using Press-Schechter theory and
Evrard's (1990) prescriptions for the mass-temperature relation, taking also
account of the non-radial motions, with Henry & Arnaud (1991) and Edge et al.
(1990) X-ray temperature distributions for local clusters. We find that in both
cases the model is in good agreement with experimental data. Finally we
calculate the bias coefficient using a selection function that takes into
account the effects of non-radial motions, and we show that the bias so
obtained can account for a substantial part of the total bias required by
observations on cluster scales.

    ",https://arxiv.org/pdf/astro-ph/9811421
Title:Primordial Black Holes With Variable Gravity,"
Abstract:  We have studied the evolution of primordial black holes (PBHs) in a universe
with a variable gravitational constant and bulk viscosity. We have found that
the strength of gravity has changed appreciably in the early universe. The
gravitational constant attained its greatest value at t=10^{-23} sec after the
Big Bang. PBHs formed at the GUT and electroweak epochs would have masses about
$1.85\times 10^9 g$ and $1.8\times 10^{-7} g$ respectively. Their temperatures
when they explode are $6\times 10^8K$ and 6 K respectively. PBHs formed during
nuclear epoch are hard to detect at the present time. The gravitational
constant ($G$) is found to increase as $G\propto t^2$ in the radiation epoch.
The gamma rays bursts (GRBs) may have their origin in the evaporation of the
PBHs formed during GUT time.

    ",https://arxiv.org/pdf/astro-ph/9811422
Title:Structure and Evolution of Stellar Populations in Local Group Galaxies,"
Abstract:  We use detailed modeling of stellar populations of nearby galaxies to
calculate population parameters. Our sample of galaxies includes most galaxies
of the Local Group and several more distant giant galaxies. Available data are
sufficient to decompose galaxies into the nucleus, the metal rich core, the
bulge, the halo, the young and old disks, and the dark halo. We compare
mass-to-luminosity ratios and colors of bulges, disks and halos with results of
models of galactic chemical evolution. The luminosity weighted mean of the
mass-to-luminosity ratio of visible stellar population is M/L_B = 4 +- 1.4 in
solar units. This ratio is surprisingly constant for galaxies of very different
absolute magnitude.

    ",https://arxiv.org/pdf/astro-ph/9811423
Title:Kinematically Lopsided Spiral Galaxies,"
Abstract:  Asymmetries in the distribution of light and neutral hydrogen are often
observed in spiral galaxies. Here, attention is drawn to the presence of
large-scale asymmetries in their kinematics. Two examples of kinematically
lopsided galaxies are presented and discussed. The shape of the rotation curve
--rising more steeply on one side of the galaxy than on the other-- is the
signature of the kinematic lopsidedness. It is shown that kinematic
lopsidedness may be related to lopsidedness in the potential, and that even a
mild perturbation in the latter can produce significant kinematical effects.
Probably at least half of all spiral galaxies are lopsided.

    ",https://arxiv.org/pdf/astro-ph/9811424
Title:A new radio double lens from CLASS: B1127+385,"
Abstract:  We present the discovery of a new gravitational lens system with two compact
radio images separated by 0.701+-0.001 arcsec. The lens system was discovered
in the Cosmic Lens All Sky Survey (CLASS) as a flat spectrum radio source. Both
radio components show structure in a VLBA 8.4 GHz radio image. No further
extended structure is seen in either the VLA, MERLIN or VLBA images. Hubble
Space Telescope (HST) WFPC2 images in F555W and F814W show two extended objects
close to the radio components, which we identify as two lens galaxies. Their
colours and mass-to-light ratios seem to favour two late-type spiral galaxies
at relatively high redshifts (z_d>~0.5). Faint emission is also detected at
positions corresponding to the radio images.
A two-lens mass model can explain the observed VLBA structure. The best fit
model has a reduced chi^2 of 1.1. The relative positions of the VLBA
subcomponents are reproduced within 0.08 mas, the flux density ratios within
0.19. We also reproduce the position angle and separation of the two VLBA
subcomponents in A and B within the observational errors, which we consider
strong evidence for the validity of the lens model. Moreover, we find a surface
density axis ratio of 0.74^{+0.10}_{-0.12} for the primary lens (G1),
consistent with the surface brightness axis ratio of 0.69+-0.15. Also, the
surface density position angle of 4.9^{+28.2}_{-22.4} degree of G1 compares
well with the -6+-13 degree position angle of the surface brightness
distribution. The errors indicate the 99 per cent confidence interval.

    ",https://arxiv.org/pdf/astro-ph/9811425
"Title:Theoretical aspects of the inverse Tully-Fisher relation as a distance indicator: incompleteness in log(V_Max), the relevant slope, and the calibrator sample bias","
Abstract:  We study the influence of the assumption behind the use of the inverse
Tully-Fisher relation: that there should be no observational cutoffs in the TF
parameter log(V_M). It is noted how lower and upper cutoffs would be seen in a
log(H_0) vs. ``normalized distance'' diagram. Analytical expressions, under the
simplifying assumption of a normal distribution and the use of the correct TF
slope, are derived for the resulting biases, especially the average bias which
log(V_M) cutoffs produce in the derived value of H_0. This bias is shown to be
relatively weak, and as such cannot explain the large differences in the
reported values of H_0 derived from direct and inverse TF relations.
Some problems of slope and calibration are shown to be more serious. In
particular, one consequence of fitting through the calibrators either the slope
relevant for field galaxies or the steeper slope followed by calibrators is
that the derived value of the Hubble constant comes to depend on the nature of
the calibrator sample. If the calibrator sample is not representative of the
cosmic distribution of log(V_M), large errors in the derived value of H_0 are
possible. Analytical expressions are given for this error that we term the
calibrator sample bias.

    ",https://arxiv.org/pdf/astro-ph/9811426
Title:Late-type dwarf irregular galaxies in the Virgo cluster.I. H-alpha and red continuum data,"
Abstract:  We present H-alpha and red continuum observations for a sample of late-type
low surface brightness (LSB) dwarf irregular galaxies(DIGs), consisting of all
the m_B<17.2 ImIV and V galaxies in the Virgo cluster (VC), and compare them
with a representative sample of VC high surface brightness (HSB) DIGs. Line
fluxes and equivalent widths are listed for individual HII regions and total
H-alpha emission is measured for the entire DIG. The HII regions we identified
do not produce all the line emission. For LSBs with line emission we find star
formation rates (SFR) of 6.9-43.0 10^{-3} M_sol/yr, ~10x weaker than for HSB
objects. About 2 HII regions are detected per LSB galaxy; they are smaller and
fainter than in HSB galaxies in the VC, have line equivalent widths ~50% of
those in HSBs, and cover similar fractions of the galaxies. The line-emitting
regions of LSB galaxies are preferentially located at the periphery of a
galaxy, while in HSBs they tend to be central. The line strength of an HII
region is correlated with the red continuum light underneath the region. No
fundamental differences were identified in the star formation properties of the
LSB and HSB dwarf galaxies we studied and infer that these galaxies must be
similar, with the difference being the intensity of the present star-formation
burst.

    ",https://arxiv.org/pdf/astro-ph/9811427
